Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, radixSortInt, -1, 2.228515625000000000, 2.127868652343750000,  ,  , 143, 53.8, 9088
C, radixSortInt, -1, 2.296325683593750000, 2.187133789062500000,  ,  , 143, 53.8, 9024
C, radixSortInt, -1, 2.214050292968750000, 2.095947265625000000,  ,  , 149, 53.8, 9068
C, radixSortInt, -1, 2.520141601562500000, 2.398437500000000000,  ,  , 150, 53.8, 9024
C, radixSortInt, -1, 2.465881347656250000, 2.307067871093750000,  ,  , 152, 53.8, 9052
C, radixSortInt, -1, 2.028930664062500000, 1.907348632812500000,  ,  , 182, 53.8, 9020
C, radixSortInt, -1, 2.242065429687500000, 2.122375488281250000,  ,  , 154, 69.2, 9124
C, radixSortInt, -1, 2.072265625000000000, 1.953613281250000000,  ,  , 154, 43.0, 9124
C, radixSortInt, -1, 2.261718750000000000, 2.151062011718750000,  ,  , 143, 43.0, 9124
C, radixSortInt, -1, 2.240356445312500000, 2.130676269531250000,  ,  , 143, 43.0, 9068
