Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, radixSortInt, -1, 0.038391113281250000, 0.026855468750000000,  ,  , 9, 39.8, 1696
C, radixSortInt, -1, 0.033081054687500000, 0.024963378906250000,  ,  , 9, 39.8, 1656
C, radixSortInt, -1, 0.023986816406250000, 0.019714355468750000,  ,  , 9, 39.8, 1664
C, radixSortInt, -1, 0.023254394531250000, 0.016540527343750000,  ,  , 8, 39.8, 1768
C, radixSortInt, -1, 0.023254394531250000, 0.017211914062500000,  ,  , 8, 39.8, 1692
C, radixSortInt, -1, 0.029785156250000000, 0.018005371093750000,  ,  , 9, 39.8, 1624
C, radixSortInt, -1, 0.031311035156250000, 0.021057128906250000,  ,  , 8, 39.8, 1664
C, radixSortInt, -1, 0.028991699218750000, 0.019897460937500000,  ,  , 9, 39.8, 1688
C, radixSortInt, -1, 0.031494140625000000, 0.022705078125000000,  ,  , 8, 39.8, 1644
C, radixSortInt, -1, 0.032836914062500000, 0.025207519531250000,  ,  , 9, 39.8, 1664
