Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, radixSortString, -1, 12.015136718750000000, 8.784240722656250000,  ,  , 3683, 48.0, 48292
C, radixSortString, -1, 13.833435058593750000, 9.692077636718750000,  ,  , 3811, 47.2, 48168
C, radixSortString, -1, 7.470214843750000000, 5.381958007812500000,  ,  , 3575, 46.2, 48196
C, radixSortString, -1, 9.742126464843750000, 7.134582519531250000,  ,  , 3608, 47.8, 48192
C, radixSortString, -1, 10.257141113281250000, 7.612548828125000000,  ,  , 3709, 46.2, 48164
C, radixSortString, -1, 9.972595214843750000, 7.503295898437500000,  ,  , 3725, 45.8, 48184
C, radixSortString, -1, 17.273742675781250000, 12.633117675781250000,  ,  , 3810, 50.0, 48184
C, radixSortString, -1, 11.871154785156250000, 8.723144531250000000,  ,  , 3726, 46.8, 48156
C, radixSortString, -1, 13.603088378906250000, 10.076660156250000000,  ,  , 3857, 51.5, 48216
C, radixSortString, -1, 12.340332031250000000, 8.935668945312500000,  ,  , 3794, 46.8, 48152
