Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, radixSortDouble, -1, 10.534973144531250000, 9.908874511718750000,  ,  , 641, 44.0, 24964
C, radixSortDouble, -1, 10.358337402343750000, 9.859985351562500000,  ,  , 621, 72.0, 24956
C, radixSortDouble, -1, 9.144409179687500000, 8.763244628906250000,  ,  , 613, 44.2, 24952
C, radixSortDouble, -1, 9.354248046875000000, 8.955627441406250000,  ,  , 609, 69.8, 24952
C, radixSortDouble, -1, 9.378723144531250000, 9.002807617187500000,  ,  , 606, 44.0, 24916
C, radixSortDouble, -1, 9.348144531250000000, 8.961853027343750000,  ,  , 605, 69.8, 24920
C, radixSortDouble, -1, 9.408630371093750000, 9.050292968750000000,  ,  , 598, 44.5, 24944
C, radixSortDouble, -1, 9.639221191406250000, 9.268005371093750000,  ,  , 606, 71.2, 24956
C, radixSortDouble, -1, 8.439636230468750000, 8.035705566406250000,  ,  , 642, 45.0, 24920
C, radixSortDouble, -1, 9.292541503906250000, 8.905883789062500000,  ,  , 607, 71.0, 24952
