Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, radixSortInt, -1, 1.617370605468750000, 1.528564453125000000,  ,  , 97, 52.2, 9080
C, radixSortInt, -1, 1.573364257812500000, 1.487365722656250000,  ,  , 97, 52.2, 9064
C, radixSortInt, -1, 1.637023925781250000, 1.561035156250000000,  ,  , 98, 52.2, 9080
C, radixSortInt, -1, 1.745666503906250000, 1.668090820312500000,  ,  , 100, 52.2, 9112
C, radixSortInt, -1, 1.734497070312500000, 1.644165039062500000,  ,  , 99, 52.2, 9124
C, radixSortInt, -1, 2.070007324218750000, 1.949462890625000000,  ,  , 115, 52.2, 9224
C, radixSortInt, -1, 1.816162109375000000, 1.711059570312500000,  ,  , 104, 52.2, 9116
C, radixSortInt, -1, 1.816833496093750000, 1.726745605468750000,  ,  , 101, 52.2, 9220
C, radixSortInt, -1, 1.752197265625000000, 1.674377441406250000,  ,  , 105, 70.8, 9148
C, radixSortInt, -1, 1.778991699218750000, 1.668029785156250000,  ,  , 140, 44.5, 9108
