Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortInt, -1, 0.382690429687500000, 0.353332519531250000,  ,  , 24, 47.0, 2304
C, mergeSortInt, -1, 0.376525878906250000, 0.357727050781250000,  ,  , 25, 47.0, 2316
C, mergeSortInt, -1, 0.234558105468750000, 0.190734863281250000,  ,  , 55, 47.0, 2268
C, mergeSortInt, -1, 0.411254882812500000, 0.388977050781250000,  ,  , 24, 47.0, 2312
C, mergeSortInt, -1, 0.411254882812500000, 0.392395019531250000,  ,  , 23, 47.0, 2304
C, mergeSortInt, -1, 0.386718750000000000, 0.371337890625000000,  ,  , 24, 47.0, 2292
C, mergeSortInt, -1, 0.405395507812500000, 0.389831542968750000,  ,  , 22, 47.0, 2296
C, mergeSortInt, -1, 0.413513183593750000, 0.398742675781250000,  ,  , 22, 47.0, 2304
C, mergeSortInt, -1, 0.382263183593750000, 0.353088378906250000,  ,  , 24, 47.0, 2252
C, mergeSortInt, -1, 0.395446777343750000, 0.374694824218750000,  ,  , 23, 47.0, 2252
