Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortDouble, -1, 1.609558105468750000, 1.527099609375000000,  ,  , 106, 43.0, 3056
C, mergeSortDouble, -1, 1.570617675781250000, 1.498291015625000000,  ,  , 111, 43.0, 3028
C, mergeSortDouble, -1, 1.729064941406250000, 1.669494628906250000,  ,  , 102, 70.8, 3000
C, mergeSortDouble, -1, 1.669128417968750000, 1.526672363281250000,  ,  , 147, 44.2, 3096
C, mergeSortDouble, -1, 1.886291503906250000, 1.757324218750000000,  ,  , 106, 44.2, 3048
C, mergeSortDouble, -1, 1.805236816406250000, 1.690979003906250000,  ,  , 107, 44.2, 3064
C, mergeSortDouble, -1, 1.825134277343750000, 1.719116210937500000,  ,  , 107, 44.2, 3100
C, mergeSortDouble, -1, 1.756652832031250000, 1.671020507812500000,  ,  , 100, 44.2, 3060
C, mergeSortDouble, -1, 1.765380859375000000, 1.676940917968750000,  ,  , 104, 44.2, 3048
C, mergeSortDouble, -1, 1.724792480468750000, 1.638549804687500000,  ,  , 104, 44.2, 3000
