Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortFloat, -1, 0.111145019531250000, 0.095092773437500000,  ,  , 16, 44.5, 1704
C, mergeSortFloat, -1, 0.190673828125000000, 0.166687011718750000,  ,  , 16, 44.5, 1800
C, mergeSortFloat, -1, 0.125793457031250000, 0.105895996093750000,  ,  , 17, 44.5, 1756
C, mergeSortFloat, -1, 0.117553710937500000, 0.103576660156250000,  ,  , 16, 44.5, 1704
C, mergeSortFloat, -1, 0.130920410156250000, 0.111938476562500000,  ,  , 16, 44.5, 1792
C, mergeSortFloat, -1, 0.184875488281250000, 0.160095214843750000,  ,  , 14, 44.5, 1796
C, mergeSortFloat, -1, 0.220153808593750000, 0.211242675781250000,  ,  , 15, 44.5, 1752
C, mergeSortFloat, -1, 0.207824707031250000, 0.185546875000000000,  ,  , 12, 44.5, 1728
C, mergeSortFloat, -1, 0.215576171875000000, 0.185729980468750000,  ,  , 13, 44.5, 1784
C, mergeSortFloat, -1, 0.221801757812500000, 0.201660156250000000,  ,  , 13, 44.5, 1652
