Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortString, -1, 0.064941406250000000, 0.040100097656250000,  ,  , 20, 45.0, 1816
C, mergeSortString, -1, 0.066223144531250000, 0.041625976562500000,  ,  , 21, 45.0, 1784
C, mergeSortString, -1, 0.069580078125000000, 0.040832519531250000,  ,  , 20, 45.0, 1748
C, mergeSortString, -1, 0.077697753906250000, 0.065551757812500000,  ,  , 9, 45.0, 1780
C, mergeSortString, -1, 0.076721191406250000, 0.073852539062500000,  ,  , 9, 45.0, 1744
C, mergeSortString, -1, 0.084350585937500000, 0.065551757812500000,  ,  , 9, 45.0, 1764
C, mergeSortString, -1, 0.075256347656250000, 0.059936523437500000,  ,  , 8, 45.0, 1740
C, mergeSortString, -1, 0.081848144531250000, 0.049987792968750000,  ,  , 29, 45.0, 1772
C, mergeSortString, -1, 0.058349609375000000, 0.048034667968750000,  ,  , 13, 45.0, 1792
C, mergeSortString, -1, 0.073486328125000000, 0.056213378906250000,  ,  , 12, 45.0, 1744
