Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortFloat, -1, 2.027526855468750000, 1.908752441406250000,  ,  , 113, 47.0, 2384
C, mergeSortFloat, -1, 1.719482421875000000, 1.634765625000000000,  ,  , 104, 47.0, 2440
C, mergeSortFloat, -1, 1.640014648437500000, 1.572814941406250000,  ,  , 104, 47.0, 2448
C, mergeSortFloat, -1, 1.739135742187500000, 1.660705566406250000,  ,  , 98, 73.0, 2336
C, mergeSortFloat, -1, 1.372375488281250000, 1.287658691406250000,  ,  , 139, 46.5, 2344
C, mergeSortFloat, -1, 1.744384765625000000, 1.663635253906250000,  ,  , 98, 46.5, 2360
C, mergeSortFloat, -1, 1.632690429687500000, 1.555541992187500000,  ,  , 102, 46.5, 2372
C, mergeSortFloat, -1, 1.738952636718750000, 1.651733398437500000,  ,  , 99, 46.5, 2312
C, mergeSortFloat, -1, 1.773559570312500000, 1.678466796875000000,  ,  , 102, 46.5, 2440
C, mergeSortFloat, -1, 1.731567382812500000, 1.635314941406250000,  ,  , 104, 46.5, 2360
