Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortFloat, -1, 16.922668457031250000, 15.956298828125000000,  ,  , 1023, 71.5, 9388
C, mergeSortFloat, -1, 14.125915527343750000, 13.548339843750000000,  ,  , 970, 45.2, 9396
C, mergeSortFloat, -1, 13.701416015625000000, 13.130004882812500000,  ,  , 975, 70.8, 9388
C, mergeSortFloat, -1, 13.981872558593750000, 13.402404785156250000,  ,  , 967, 46.0, 9372
C, mergeSortFloat, -1, 14.760498046875000000, 14.198120117187500000,  ,  , 949, 72.2, 9396
C, mergeSortFloat, -1, 13.893554687500000000, 13.312988281250000000,  ,  , 969, 46.2, 9340
C, mergeSortFloat, -1, 12.620849609375000000, 12.003906250000000000,  ,  , 1050, 71.5, 9308
C, mergeSortFloat, -1, 14.019165039062500000, 13.437255859375000000,  ,  , 967, 47.5, 9348
C, mergeSortFloat, -1, 14.474304199218750000, 13.880859375000000000,  ,  , 959, 73.8, 9356
C, mergeSortFloat, -1, 14.087585449218750000, 13.506896972656250000,  ,  , 967, 47.8, 9352
