Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortFloat, -1, 15.791992187500000000, 14.786926269531250000,  ,  , 1138, 70.0, 9252
C, mergeSortFloat, -1, 16.040222167968750000, 15.423217773437500000,  ,  , 1031, 70.2, 9328
C, mergeSortFloat, -1, 15.808532714843750000, 15.172424316406250000,  ,  , 1049, 69.8, 9316
C, mergeSortFloat, -1, 13.980346679687500000, 13.321838378906250000,  ,  , 1098, 69.8, 9400
C, mergeSortFloat, -1, 15.960632324218750000, 15.346008300781250000,  ,  , 1032, 70.5, 9308
C, mergeSortFloat, -1, 15.164428710937500000, 14.556091308593750000,  ,  , 1035, 69.5, 9288
C, mergeSortFloat, -1, 15.141967773437500000, 14.516601562500000000,  ,  , 1038, 70.5, 9276
C, mergeSortFloat, -1, 15.165588378906250000, 14.539672851562500000,  ,  , 1044, 70.2, 9292
C, mergeSortFloat, -1, 15.318603515625000000, 14.705139160156250000,  ,  , 1039, 70.2, 9284
C, mergeSortFloat, -1, 15.277221679687500000, 14.664855957031250000,  ,  , 1038, 70.5, 9388
