Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortString, -1, 0.861450195312500000, 0.812133789062500000,  ,  , 50, 44.2, 5420
C, mergeSortString, -1, 0.887817382812500000, 0.840148925781250000,  ,  , 49, 70.8, 5348
C, mergeSortString, -1, 0.689208984375000000, 0.597656250000000000,  ,  , 78, 44.2, 5384
C, mergeSortString, -1, 0.918151855468750000, 0.849182128906250000,  ,  , 51, 44.2, 5420
C, mergeSortString, -1, 0.899658203125000000, 0.819396972656250000,  ,  , 51, 44.2, 5376
C, mergeSortString, -1, 0.903015136718750000, 0.827636718750000000,  ,  , 52, 44.2, 5348
C, mergeSortString, -1, 0.883728027343750000, 0.818542480468750000,  ,  , 51, 44.2, 5380
C, mergeSortString, -1, 0.920532226562500000, 0.847595214843750000,  ,  , 55, 44.2, 5352
C, mergeSortString, -1, 0.937133789062500000, 0.869934082031250000,  ,  , 53, 44.2, 5388
C, mergeSortString, -1, 0.948364257812500000, 0.880249023437500000,  ,  , 54, 44.2, 5380
