Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortInt, -1, 0.037536621093750000, 0.023742675781250000,  ,  , 12, 44.5, 1672
C, mergeSortInt, -1, 0.037292480468750000, 0.024169921875000000,  ,  , 12, 44.5, 1668
C, mergeSortInt, -1, 0.046203613281250000, 0.030761718750000000,  ,  , 13, 44.5, 1672
C, mergeSortInt, -1, 0.039306640625000000, 0.024658203125000000,  ,  , 12, 44.5, 1768
C, mergeSortInt, -1, 0.039306640625000000, 0.024291992187500000,  ,  , 12, 44.5, 1624
C, mergeSortInt, -1, 0.038757324218750000, 0.024230957031250000,  ,  , 12, 44.5, 1768
C, mergeSortInt, -1, 0.039306640625000000, 0.024597167968750000,  ,  , 12, 44.5, 1652
C, mergeSortInt, -1, 0.027343750000000000, 0.020385742187500000,  ,  , 12, 44.5, 1656
C, mergeSortInt, -1, 0.028686523437500000, 0.020935058593750000,  ,  , 12, 44.5, 1668
C, mergeSortInt, -1, 0.028259277343750000, 0.021545410156250000,  ,  , 12, 44.5, 1624
