Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, mergeSortInt, -1, 3.862121582031250000, 3.621154785156250000,  ,  , 273, 42.5, 9284
C, mergeSortInt, -1, 4.245239257812500000, 3.970153808593750000,  ,  , 241, 42.5, 9244
C, mergeSortInt, -1, 4.273986816406250000, 3.994812011718750000,  ,  , 251, 42.5, 9256
C, mergeSortInt, -1, 3.921569824218750000, 3.710083007812500000,  ,  , 242, 69.0, 9196
C, mergeSortInt, -1, 3.633483886718750000, 3.471496582031250000,  ,  , 237, 43.2, 9212
C, mergeSortInt, -1, 3.937255859375000000, 3.774597167968750000,  ,  , 224, 43.2, 9236
C, mergeSortInt, -1, 3.859924316406250000, 3.705688476562500000,  ,  , 233, 43.2, 9244
C, mergeSortInt, -1, 3.834411621093750000, 3.680297851562500000,  ,  , 231, 43.2, 9256
C, mergeSortInt, -1, 3.712524414062500000, 3.558288574218750000,  ,  , 234, 70.0, 9248
C, mergeSortInt, -1, 3.583618164062500000, 3.431335449218750000,  ,  , 253, 44.2, 9244
