Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibR, -1, 249.505615234375000000, 236.735595703125000000,  ,  , 21541, 76.5, 1652
C, fibR, -1, 219.265686035156250000, 205.139770507812500000,  ,  , 23777, 76.5, 1504
C, fibR, -1, 246.806335449218750000, 233.807434082031250000,  ,  , 21807, 77.2, 1656
C, fibR, -1, 264.051818847656250000, 247.015625000000000000,  ,  , 22329, 82.5, 1544
C, fibR, -1, 238.187011718750000000, 225.057128906250000000,  ,  , 22126, 76.0, 1656
C, fibR, -1, 243.930908203125000000, 231.066833496093750000,  ,  , 21877, 77.0, 1580
C, fibR, -1, 233.962158203125000000, 220.673400878906250000,  ,  , 22331, 77.0, 1648
C, fibR, -1, 216.239440917968750000, 202.135742187500000000,  ,  , 23867, 76.5, 1656
C, fibR, -1, 244.596923828125000000, 231.643066406250000000,  ,  , 21831, 77.8, 1652
C, fibR, -1, 238.953247070312500000, 225.955322265625000000,  ,  , 21999, 76.0, 1580
