Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibR, -1, 92.911132812500000000, 88.063476562500000000,  ,  , 7087, 72.5, 1648
C, fibR, -1, 87.366088867187500000, 83.098693847656250000,  ,  , 6944, 72.8, 1588
C, fibR, -1, 88.784484863281250000, 84.523559570312500000,  ,  , 6909, 74.2, 1728
C, fibR, -1, 86.984130859375000000, 82.653198242187500000,  ,  , 7026, 75.0, 1640
C, fibR, -1, 82.434326171875000000, 78.177795410156250000,  ,  , 7155, 74.2, 1640
C, fibR, -1, 84.401672363281250000, 80.183837890625000000,  ,  , 7092, 76.2, 1660
C, fibR, -1, 84.101684570312500000, 79.000488281250000000,  ,  , 7422, 76.0, 1604
C, fibR, -1, 82.348388671875000000, 77.867614746093750000,  ,  , 7237, 75.8, 1620
C, fibR, -1, 82.175048828125000000, 77.720214843750000000,  ,  , 7283, 75.5, 1620
C, fibR, -1, 80.468933105468750000, 76.065795898437500000,  ,  , 7320, 75.5, 1560
