Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibR, -1, 36.747070312500000000, 33.582153320312500000,  ,  , 3169, 74.0, 1728
C, fibR, -1, 34.319091796875000000, 32.690673828125000000,  ,  , 2715, 75.8, 1648
C, fibR, -1, 31.972900390625000000, 30.388488769531250000,  ,  , 2727, 72.8, 1624
C, fibR, -1, 31.929626464843750000, 30.345825195312500000,  ,  , 2723, 73.2, 1640
C, fibR, -1, 31.511779785156250000, 29.873474121093750000,  ,  , 2778, 74.2, 1624
C, fibR, -1, 31.363098144531250000, 29.748046875000000000,  ,  , 2770, 74.8, 1648
C, fibR, -1, 30.969787597656250000, 28.942138671875000000,  ,  , 3001, 74.5, 1568
C, fibR, -1, 32.967468261718750000, 31.341613769531250000,  ,  , 2702, 75.0, 1624
C, fibR, -1, 30.589721679687500000, 28.471130371093750000,  ,  , 3035, 77.0, 1568
C, fibR, -1, 34.514221191406250000, 32.498779296875000000,  ,  , 2822, 75.5, 1728
