Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibI, -1, 0.015930175781250000, 0.013000488281250000,  ,  , 5, 40.0, 1500
C, fibI, -1, 0.018127441406250000, 0.012023925781250000,  ,  , 7, 40.0, 1552
C, fibI, -1, 0.018005371093750000, 0.012451171875000000,  ,  , 7, 40.0, 1652
C, fibI, -1, 0.017883300781250000, 0.011901855468750000,  ,  , 7, 40.0, 1652
C, fibI, -1, 0.016723632812500000, 0.015441894531250000,  ,  , 4, 40.0, 1560
C, fibI, -1, 0.030639648437500000, 0.021728515625000000,  ,  , 4, 40.0, 1552
C, fibI, -1, 0.018249511718750000, 0.015136718750000000,  ,  , 4, 40.0, 1512
C, fibI, -1, 0.020080566406250000, 0.017761230468750000,  ,  , 4, 40.0, 1504
C, fibI, -1, 0.017089843750000000, 0.017272949218750000,  ,  , 4, 40.0, 1552
C, fibI, -1, 0.021606445312500000, 0.015563964843750000,  ,  , 4, 40.0, 1564
