Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortInt, -1, 1.014282226562500000, 0.894775390625000000,  ,  , 119, 45.2, 1612
C, bubbleSortInt, -1, 0.984863281250000000, 0.866210937500000000,  ,  , 125, 45.2, 1632
C, bubbleSortInt, -1, 0.993957519531250000, 0.859375000000000000,  ,  , 127, 45.2, 1660
C, bubbleSortInt, -1, 0.997802734375000000, 0.874633789062500000,  ,  , 123, 45.2, 1592
C, bubbleSortInt, -1, 1.022460937500000000, 0.905090332031250000,  ,  , 122, 45.2, 1724
C, bubbleSortInt, -1, 1.009765625000000000, 0.893493652343750000,  ,  , 121, 45.2, 1616
C, bubbleSortInt, -1, 1.021057128906250000, 0.902038574218750000,  ,  , 120, 45.2, 1608
C, bubbleSortInt, -1, 1.018066406250000000, 0.882263183593750000,  ,  , 132, 50.5, 1624
C, bubbleSortInt, -1, 0.939941406250000000, 0.826110839843750000,  ,  , 142, 50.5, 1592
C, bubbleSortInt, -1, 0.986083984375000000, 0.862365722656250000,  ,  , 146, 50.5, 1616
