Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortDouble, -1, 1.318298339843750000, 1.171691894531250000,  ,  , 156, 45.5, 1784
C, bubbleSortDouble, -1, 1.403381347656250000, 1.271484375000000000,  ,  , 141, 45.5, 1740
C, bubbleSortDouble, -1, 1.315612792968750000, 1.169006347656250000,  ,  , 151, 45.5, 1760
C, bubbleSortDouble, -1, 1.525329589843750000, 1.289672851562500000,  ,  , 180, 45.5, 1760
C, bubbleSortDouble, -1, 1.462036132812500000, 1.233947753906250000,  ,  , 161, 45.5, 1652
C, bubbleSortDouble, -1, 1.433105468750000000, 1.259216308593750000,  ,  , 146, 53.2, 1720
C, bubbleSortDouble, -1, 1.454528808593750000, 1.209228515625000000,  ,  , 174, 53.2, 1724
C, bubbleSortDouble, -1, 1.508605957031250000, 1.158691406250000000,  ,  , 190, 53.2, 1728
C, bubbleSortDouble, -1, 1.489196777343750000, 1.180236816406250000,  ,  , 183, 53.2, 1656
C, bubbleSortDouble, -1, 1.477722167968750000, 1.163452148437500000,  ,  , 186, 53.2, 1756
