Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortString, -1, 2.080871582031250000, 1.895507812500000000,  ,  , 214, 46.8, 2484
C, bubbleSortString, -1, 2.075073242187500000, 1.879516601562500000,  ,  , 205, 46.8, 2484
C, bubbleSortString, -1, 2.290588378906250000, 2.030395507812500000,  ,  , 240, 46.8, 2544
C, bubbleSortString, -1, 2.177612304687500000, 1.937683105468750000,  ,  , 232, 46.8, 2484
C, bubbleSortString, -1, 2.236083984375000000, 1.942810058593750000,  ,  , 225, 52.5, 2516
C, bubbleSortString, -1, 2.409301757812500000, 1.896118164062500000,  ,  , 269, 52.5, 2512
C, bubbleSortString, -1, 2.634643554687500000, 2.076660156250000000,  ,  , 294, 52.5, 2612
C, bubbleSortString, -1, 2.349365234375000000, 1.990478515625000000,  ,  , 246, 52.5, 2544
C, bubbleSortString, -1, 2.239624023437500000, 2.001037597656250000,  ,  , 230, 55.0, 2512
C, bubbleSortString, -1, 2.380249023437500000, 1.964843750000000000,  ,  , 301, 40.5, 2512
