Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortFloat, -1, 1.348999023437500000, 1.200195312500000000,  ,  , 153, 47.8, 1744
C, bubbleSortFloat, -1, 1.386291503906250000, 1.245910644531250000,  ,  , 144, 47.8, 1692
C, bubbleSortFloat, -1, 1.398925781250000000, 1.253112792968750000,  ,  , 148, 47.8, 1728
C, bubbleSortFloat, -1, 1.503540039062500000, 1.281372070312500000,  ,  , 178, 47.8, 1748
C, bubbleSortFloat, -1, 1.361022949218750000, 1.171325683593750000,  ,  , 157, 47.8, 1688
C, bubbleSortFloat, -1, 1.390747070312500000, 1.223571777343750000,  ,  , 149, 53.8, 1724
C, bubbleSortFloat, -1, 1.422851562500000000, 1.285217285156250000,  ,  , 142, 53.8, 1744
C, bubbleSortFloat, -1, 1.331176757812500000, 1.189147949218750000,  ,  , 148, 53.8, 1744
C, bubbleSortFloat, -1, 1.371154785156250000, 1.231994628906250000,  ,  , 148, 53.8, 1648
C, bubbleSortFloat, -1, 1.377807617187500000, 1.227783203125000000,  ,  , 151, 53.8, 1740
