Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortFloat, -1, 2.488342285156250000, 2.177062988281250000,  ,  , 327, 47.8, 1712
C, bubbleSortFloat, -1, 2.391174316406250000, 2.136413574218750000,  ,  , 285, 47.8, 1664
C, bubbleSortFloat, -1, 2.393371582031250000, 2.130676269531250000,  ,  , 291, 47.8, 1716
C, bubbleSortFloat, -1, 2.372436523437500000, 1.991882324218750000,  ,  , 357, 49.2, 1724
C, bubbleSortFloat, -1, 2.359924316406250000, 2.009643554687500000,  ,  , 322, 49.2, 1648
C, bubbleSortFloat, -1, 2.270263671875000000, 2.004516601562500000,  ,  , 308, 49.2, 1696
C, bubbleSortFloat, -1, 2.365966796875000000, 2.100952148437500000,  ,  , 296, 49.2, 1668
C, bubbleSortFloat, -1, 2.397766113281250000, 2.139465332031250000,  ,  , 287, 51.8, 1664
C, bubbleSortFloat, -1, 2.274047851562500000, 1.994079589843750000,  ,  , 299, 51.8, 1648
C, bubbleSortFloat, -1, 2.388732910156250000, 2.157775878906250000,  ,  , 265, 51.8, 1704
