Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortDouble, -1, 288.311523437500000000, 264.817504882812500000,  ,  , 31743, 74.2, 2176
C, bubbleSortDouble, -1, 317.186462402343750000, 286.102722167968750000,  ,  , 35884, 73.0, 2248
C, bubbleSortDouble, -1, 300.397033691406250000, 282.814270019531250000,  ,  , 29490, 74.5, 2276
C, bubbleSortDouble, -1, 276.327819824218750000, 258.171875000000000000,  ,  , 30854, 74.2, 2264
C, bubbleSortDouble, -1, 304.382934570312500000, 287.436584472656250000,  ,  , 28919, 74.0, 2200
C, bubbleSortDouble, -1, 306.889709472656250000, 289.815917968750000000,  ,  , 29122, 73.8, 2268
C, bubbleSortDouble, -1, 275.867980957031250000, 257.742919921875000000,  ,  , 30911, 75.5, 2176
C, bubbleSortDouble, -1, 303.430358886718750000, 286.529357910156250000,  ,  , 28868, 74.8, 2280
C, bubbleSortDouble, -1, 353.166381835937500000, 311.132080078125000000,  ,  , 41291, 70.5, 2192
C, bubbleSortDouble, -1, 351.823425292968750000, 303.493774414062500000,  ,  , 43228, 70.2, 2192
