Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortInt, -1, 128.444763183593750000, 116.059265136718750000,  ,  , 13963, 63.0, 1692
C, bubbleSortInt, -1, 128.497802734375000000, 117.585205078125000000,  ,  , 13586, 62.5, 1720
C, bubbleSortInt, -1, 130.519226074218750000, 119.194641113281250000,  ,  , 13810, 65.8, 1712
C, bubbleSortInt, -1, 126.411499023437500000, 115.306091308593750000,  ,  , 13702, 64.8, 1752
C, bubbleSortInt, -1, 127.065124511718750000, 115.811645507812500000,  ,  , 13731, 64.5, 1716
C, bubbleSortInt, -1, 127.853515625000000000, 116.775695800781250000,  ,  , 13651, 65.5, 1752
C, bubbleSortInt, -1, 137.229553222656250000, 118.476867675781250000,  ,  , 16207, 66.2, 1712
C, bubbleSortInt, -1, 129.244689941406250000, 118.137512207031250000,  ,  , 13641, 67.5, 1692
C, bubbleSortInt, -1, 128.063415527343750000, 116.938659667968750000,  ,  , 13703, 68.8, 1696
C, bubbleSortInt, -1, 135.975708007812500000, 124.118713378906250000,  ,  , 14417, 67.8, 1724
