Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortFloat, -1, 295.314270019531250000, 271.345031738281250000,  ,  , 31917, 75.5, 1636
C, bubbleSortFloat, -1, 284.683166503906250000, 261.712768554687500000,  ,  , 31081, 74.5, 1748
C, bubbleSortFloat, -1, 310.383911132812500000, 282.756042480468750000,  ,  , 32305, 72.0, 1672
C, bubbleSortFloat, -1, 289.779602050781250000, 262.916137695312500000,  ,  , 36096, 70.0, 1684
C, bubbleSortFloat, -1, 315.477905273437500000, 276.218750000000000000,  ,  , 36798, 71.0, 1756
C, bubbleSortFloat, -1, 292.611083984375000000, 266.717346191406250000,  ,  , 32427, 70.5, 1764
C, bubbleSortFloat, -1, 331.604614257812500000, 291.862670898437500000,  ,  , 38177, 70.2, 1668
C, bubbleSortFloat, -1, 289.624206542968750000, 261.104614257812500000,  ,  , 33984, 68.5, 1716
C, bubbleSortFloat, -1, 323.450744628906250000, 281.609497070312500000,  ,  , 38564, 74.5, 1668
C, bubbleSortFloat, -1, 288.255676269531250000, 265.340454101562500000,  ,  , 30756, 72.2, 1668
