Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortInt, -1, 2.297851562500000000, 2.060852050781250000,  ,  , 262, 42.8, 1564
C, bubbleSortInt, -1, 2.314025878906250000, 2.099243164062500000,  ,  , 250, 42.8, 1688
C, bubbleSortInt, -1, 2.462890625000000000, 2.156982421875000000,  ,  , 292, 42.8, 1568
C, bubbleSortInt, -1, 2.152343750000000000, 1.985351562500000000,  ,  , 253, 48.5, 1616
C, bubbleSortInt, -1, 2.230407714843750000, 1.870239257812500000,  ,  , 338, 48.5, 1540
C, bubbleSortInt, -1, 2.430847167968750000, 1.978454589843750000,  ,  , 366, 48.5, 1564
C, bubbleSortInt, -1, 2.066040039062500000, 1.802551269531250000,  ,  , 292, 49.5, 1564
C, bubbleSortInt, -1, 2.278747558593750000, 2.055725097656250000,  ,  , 255, 49.5, 1568
C, bubbleSortInt, -1, 2.257873535156250000, 2.025329589843750000,  ,  , 257, 49.5, 1616
C, bubbleSortInt, -1, 2.355163574218750000, 2.132934570312500000,  ,  , 249, 49.5, 1688
