Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortString, -1, 3.123474121093750000, 2.806945800781250000,  ,  , 368, 53.0, 2532
C, bubbleSortString, -1, 3.189636230468750000, 2.930969238281250000,  ,  , 333, 53.0, 2544
C, bubbleSortString, -1, 3.162475585937500000, 2.872497558593750000,  ,  , 345, 53.0, 2504
C, bubbleSortString, -1, 3.132202148437500000, 2.831542968750000000,  ,  , 349, 54.5, 2440
C, bubbleSortString, -1, 3.093872070312500000, 2.849304199218750000,  ,  , 339, 40.2, 2456
C, bubbleSortString, -1, 3.154846191406250000, 2.897338867187500000,  ,  , 350, 40.2, 2540
C, bubbleSortString, -1, 3.142761230468750000, 2.838989257812500000,  ,  , 349, 57.8, 2460
C, bubbleSortString, -1, 3.063964843750000000, 2.803283691406250000,  ,  , 326, 40.0, 2436
C, bubbleSortString, -1, 3.047424316406250000, 2.751892089843750000,  ,  , 342, 40.0, 2528
C, bubbleSortString, -1, 3.027282714843750000, 2.734558105468750000,  ,  , 345, 54.8, 2460
