Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, bubbleSortInt, -1, 274.290222167968750000, 252.858459472656250000,  ,  , 28920, 68.2, 1644
C, bubbleSortInt, -1, 271.707214355468750000, 250.703247070312500000,  ,  , 28467, 65.2, 1664
C, bubbleSortInt, -1, 270.023986816406250000, 248.092956542968750000,  ,  , 29564, 71.8, 1756
C, bubbleSortInt, -1, 274.269287109375000000, 249.450561523437500000,  ,  , 30347, 66.2, 1644
C, bubbleSortInt, -1, 276.274353027343750000, 245.613342285156250000,  ,  , 33021, 69.2, 1648
C, bubbleSortInt, -1, 319.574462890625000000, 274.182861328125000000,  ,  , 38678, 71.0, 1720
C, bubbleSortInt, -1, 293.393188476562500000, 264.732666015625000000,  ,  , 31770, 71.2, 1664
C, bubbleSortInt, -1, 317.422851562500000000, 284.211914062500000000,  ,  , 32568, 72.8, 1712
C, bubbleSortInt, -1, 283.136901855468750000, 259.962341308593750000,  ,  , 29843, 73.5, 1672
C, bubbleSortInt, -1, 303.370849609375000000, 265.665039062500000000,  ,  , 35295, 75.0, 1652
